%Automatically built ARFF-file
%Feature sets: ['avg_sentiment_no_neutral', 'min_sentiment', 'max_sentiment']
@RELATION sentiment

@ATTRIBUTE avg_sentiment_no_neutral NUMERIC
@ATTRIBUTE max_sentiment NUMERIC
@ATTRIBUTE min_sentiment NUMERIC
@ATTRIBUTE sentiment {"--", "-", "0", "+", "++"}

@DATA
0.905862222222,0.94444,0.5,"++"
0.750768888889,0.83333,0.5,"0"
0.742646470588,0.93056,0.73611,"++"
0.427468888889,0.5,0.47222,"+"
0.371796153846,0.56944,0.5,"+"
0.645300769231,0.63889,0.44444,"+"
0.618055,0.73611,0.54167,"0"
0.751067692308,0.84722,0.5,"++"
0.738562352941,0.86111,0.5,"++"
0.75,0.75,0.5,"++"
0.704627333333,0.86111,0.5,"+"
0.75,0.86111,0.5,"+"
0.694444444444,0.83333,0.5,"++"
0.69444,0.69444,0.51389,"0"
0.375,0.52778,0.5,"0"
?,0.63889,0.5,"+"
0.597223333333,0.84722,0.5,"+"
0.80556,0.83333,0.5,"++"
0.80556,0.72222,0.5,"++"
0.83333,0.77778,0.5,"+"
0.66667,0.625,0.5,"0"
0.77778,0.77778,0.5,"+"
0.625,0.625,0.41667,"+"
0.786325384615,0.55556,0.5,"+"
?,0.5,0.5,"+"
0.544444,0.72222,0.54167,"+"
0.625,0.70833,0.52778,"+"
0.453042857143,0.61111,0.13889,"-"
0.691240769231,0.77778,0.69444,"+"
0.75,0.83333,0.66667,"+"
0.375,0.5,0.375,"-"
0.94444,0.94444,0.5,"++"
0.8270865,0.91667,0.5,"++"
0.698412857143,0.73611,0.5,"++"
0.013889,0.5,0.43056,"-"
0.38889,0.58333,0.38889,"+"
0.75,0.83333,0.5,"++"
0.427468888889,0.51389,0.5,"+"
0.77778,0.79167,0.5,"+"
0.680557,0.76389,0.44444,"+"
0.631945,0.75,0.44444,"+"
0.70833,0.58333,0.5,"+"
0.91667,0.93056,0.5,"++"
0.66667,0.81944,0.5,"+"
0.84325,0.94444,0.72222,"+"
0.72222,0.66667,0.54167,"+"
0.885684615385,0.77778,0.5,"++"
0.684209473684,0.625,0.5,"++"
0.84722,0.69444,0.5,"++"
0.71086,0.68056,0.5,"+"
0.641666,0.70833,0.625,"+"
0.30556,0.5,0.48611,"0"
0.69444,0.70833,0.52778,"++"
0.766664,0.90278,0.83333,"++"
0.86111,0.875,0.5,"++"
0.65972,0.98611,0.5,"++"
0.590909090909,0.79167,0.59722,"+"
0.38889,0.58333,0.41667,"+"
0.875,0.69444,0.5,"++"
0.548613333333,0.93056,0.88889,"++"
0.587962222222,0.59722,0.59722,"+"
0.599035652174,0.84722,0.55556,"+"
0.66667,0.59722,0.55556,"++"
0.73611,0.77778,0.5,"++"
0.500000909091,0.77778,0.36111,"+"
0.426587142857,0.77778,0.5,"+"
?,0.5,0.43056,"0"
0.61111,0.52778,0.5,"0"
0.73611,0.73611,0.47222,"+"
0.774695555556,0.77778,0.5,"+"
0.65741,0.76389,0.5,"+"
0.30556,0.5,0.5,"0"
?,0.5,0.5,"0"
0.80556,0.75,0.5,"+"
0.79167,0.70833,0.70833,"+"
0.319445,0.5,0.43056,"+"
0.80556,0.73611,0.5,"++"
0.662038333333,0.5,0.5,"+"
0.547222,0.5,0.11111,"-"
?,0.52778,0.48611,"0"
0.70833,0.55556,0.41667,"0"
0.72222,0.72222,0.52778,"+"
0.780300909091,0.63889,0.5,"+"
0.66667,0.65278,0.5,"++"
0.744443333333,0.76389,0.61111,"+"
0.788464615385,0.84722,0.5,"++"
0.669193636364,0.61111,0.48611,"+"
0.72222,0.84722,0.5,"++"
0.63889,0.5,0.5,"0"
0.669444,0.73611,0.58333,"++"
0.740082857143,0.93056,0.5,"++"
0.724207619048,0.83333,0.5,"++"
0.530302727273,0.68056,0.61111,"+"
0.625,0.5,0.31944,"0"
0.223485454545,0.72222,0.38889,"+"
0.499999411765,0.65278,0.45833,"0"
0.7963,0.80556,0.77778,"+"
0.72222,0.55556,0.54167,"++"
0.62037,0.72222,0.61111,"+"
0.816664,0.79167,0.63889,"+"
0.72222,0.5,0.44444,"+"
0.775797142857,0.81944,0.5,"+"
0.737040666667,0.83333,0.5,"+"
0.6159715,0.83333,0.51389,"++"
0.82639,0.95833,0.73611,"++"
0.79861125,0.68056,0.5,"+"
0.875,0.875,0.5,"+"
0.77778,0.73611,0.5,"++"
0.707342857143,0.86111,0.5,"++"
0.83333,0.83333,0.5,"+"
0.93056,0.84722,0.5,"++"
0.671084545455,0.69444,0.63889,"++"
0.520201818182,0.69444,0.5,"0"
0.677349230769,0.66667,0.54167,"0"
0.420635714286,0.66667,0.5,"0"
0.70635,0.86111,0.5,"++"
0.76389,0.77778,0.5,"+"
0.557537142857,0.65278,0.5,"+"
0.669755555556,0.79167,0.33333,"++"
0.6805575,0.80556,0.5,"++"
0.88889,0.77778,0.5,"++"
0.625,0.5,0.5,"+"
0.3819425,0.70833,0.5,"+"
0.515152727273,0.69444,0.5,"++"
0.362036,0.54167,0.47222,"+"
0.69444,0.51389,0.5,"0"
0.543805384615,0.79167,0.63889,"++"
?,0.51389,0.47222,"0"
0.61111,0.63889,0.5,"0"
0.718752,0.88889,0.81944,"++"
0.88889,0.88889,0.5,"+"
0.648990909091,0.75,0.5,"++"
0.79167,0.80556,0.43056,"+"
0.396603333333,0.68056,0.5,"+"
0.61111,0.58333,0.51389,"+"
0.80556,0.75,0.5,"+"
0.69444,0.69444,0.52778,"0"
0.6701425,0.63889,0.56944,"+"
0.83333,0.79167,0.5,"++"
?,0.56944,0.55556,"+"
?,0.625,0.44444,"+"
0.6875,0.70833,0.5,"+"
0.731484166667,0.65278,0.61111,"+"
0.625,0.68056,0.43056,"+"
0.66667,0.72222,0.13889,"-"
0.696968181818,0.79167,0.625,"+"
0.61111,0.625,0.56944,"+"
0.517093846154,0.79167,0.38889,"++"
0.63889,0.63889,0.51389,"+"
0.8414325,0.86111,0.5,"++"
0.625,0.77778,0.5,"+"
?,0.58333,0.5,"0"
0.72685,0.65278,0.5,"0"
0.88889,0.79167,0.5,"++"
0.531249166667,0.77778,0.5,"+"
0.775249090909,0.84722,0.5,"++"
0.804632,0.79167,0.5,"+"
0.746695714286,0.73611,0.69444,"+"
0.83333,0.83333,0.5,"++"
?,0.72222,0.5,"+"
0.71528,0.69444,0.5,"+"
1.0,0.875,0.5,"++"
0.83333,0.79167,0.5,"++"
0.38889,0.5,0.36111,"-"
0.471156153846,0.58333,0.5,"+"
0.70139,0.81944,0.5,"++"
?,0.55556,0.47222,"+"
0.722218888889,0.73611,0.58333,"+"
0.67094,0.72222,0.5,"+"
0.75,0.66667,0.5,"+"
0.660133529412,0.77778,0.66667,"++"
0.362371818182,0.94444,0.55556,"++"
0.726012727273,0.66667,0.5,"0"
0.65278,0.65278,0.63889,"+"
0.326391,0.73611,0.5,"+"
0.602778,0.80556,0.5,"++"
0.84722,0.84722,0.5,"++"
0.3611125,0.51389,0.5,"0"
0.72222,0.65278,0.5,"+"
0.70833,0.70833,0.61111,"++"
0.758334,0.81944,0.73611,"+"
0.757935714286,0.77778,0.5,"+"
0.77778,0.77778,0.61111,"++"
0.70833,0.83333,0.5,"+"
?,0.56944,0.5,"0"
0.27778,0.66667,0.5,"+"
0.79167,0.79167,0.5,"++"
?,0.75,0.5,"0"
0.22222,0.45833,0.22222,"+"
?,0.86111,0.5,"0"
0.80556,0.80556,0.5,"++"
0.63889,0.73611,0.5,"+"
0.7327788,0.86111,0.77778,"+"
0.370372222222,0.59722,0.5,"+"
0.81389,0.83333,0.40278,"+"
0.666665,0.68056,0.5,"+"
0.716048888889,0.65278,0.5,"++"
0.52777875,0.5,0.19444,"0"
0.591269047619,0.56944,0.36111,"+"
0.5516668,0.55556,0.5,"+"
?,0.51389,0.45833,"0"
0.125,0.43056,0.125,"0"
0.375,0.45833,0.38889,"-"
0.63889,0.63889,0.61111,"0"
0.80556,0.80556,0.72222,"+"
0.5,0.79167,0.5,"++"
0.577486315789,0.375,0.34722,"+"
0.710784117647,0.91667,0.5,"++"
0.60648,0.58333,0.5,"+"
?,0.5,0.375,"+"
0.676766363636,0.59722,0.5,"0"
0.83333,0.75,0.5,"++"
0.93056,0.79167,0.56944,"++"
0.75173375,0.56944,0.5,"0"
0.729534736842,0.66667,0.5,"0"
0.52315,0.5,0.5,"0"
0.748454074074,0.88889,0.5,"++"
0.659093636364,0.68056,0.58333,"+"
0.81944,0.65278,0.5,"++"
0.83333,0.81944,0.5,"++"
0.506945,0.72222,0.375,"+"
0.80556,0.80556,0.45833,"++"
0.518938181818,0.65278,0.5,"+"
0.72222,0.81944,0.5,"++"
0.80556,0.84722,0.5,"++"
0.18056,0.68056,0.5,"0"
0.36111,0.55556,0.36111,"+"
0.678569285714,0.75,0.55556,"++"
0.586112,0.73611,0.25,"0"
0.530092916667,0.72222,0.22222,"+"
0.73611,0.875,0.5,"+"
0.66667,0.66667,0.48611,"++"
0.94444,0.94444,0.5,"++"
0.80556,0.70833,0.66667,"++"
0.61111,0.625,0.5,"+"
0.54594,0.56944,0.5,"+"
0.63889,0.66667,0.5,"0"
0.619948181818,0.68056,0.59722,"+"
0.69444,0.80556,0.44444,"0"
0.72222,0.86111,0.5,"+"
0.649572307692,0.88889,0.5,"+"
0.774997333333,0.84722,0.5,"++"
0.672222,0.58333,0.5,"+"
0.83333,0.81944,0.5,"++"
0.61111,0.55556,0.47222,"0"
0.666665,0.75,0.5,"+"
0.79167,0.84722,0.5,"++"
?,0.5,0.19444,"0"
0.66667,0.72222,0.5,"+"
0.45139,0.65278,0.5,"0"
0.733336,0.875,0.70833,"++"
0.70833,0.66667,0.5,"+"
0.65278,0.63889,0.48611,"+"
0.710318571429,0.72222,0.31944,"+"
0.81944,0.81944,0.5,"+"
0.36574,0.54167,0.5,"--"
0.640872857143,0.625,0.5,"+"
0.80556,0.69444,0.5,"+"
0.72222,0.72222,0.55556,"+"
0.73611,0.79167,0.5,"+"
0.752778,0.80556,0.5,"++"
0.78125,0.79167,0.79167,"+"
0.617285,0.80556,0.33333,"+"
0.7037,0.75,0.5,"+"
0.627776,0.68056,0.5,"+"
0.7499975,0.84722,0.77778,"+"
0.69444,0.73611,0.5,"+"
0.68056,0.77778,0.5,"+"
0.375,0.5,0.375,"-"
0.622222,0.86111,0.5,"+"
0.80556,0.80556,0.55556,"+"
?,0.5,0.5,"0"
0.715275,0.61111,0.59722,"+"
?,0.48611,0.44444,"+"
0.674149230769,0.54167,0.44444,"+"
0.660440689655,0.73611,0.5,"+"
0.608974615385,0.90278,0.36111,"+"
0.61111,0.73611,0.54167,"+"
0.654323333333,0.83333,0.5,"+"
?,0.61111,0.56944,"+"
0.59127,0.58333,0.26389,"+"
0.634261333333,0.93056,0.375,"+"
0.72222,0.83333,0.61111,"++"
0.751068461538,0.83333,0.5,"++"
0.75463,0.83333,0.5,"++"
0.80556,0.80556,0.5,"++"
0.76389,0.77778,0.5,"+"
0.622473636364,0.80556,0.5,"+"
0.91667,0.77778,0.5,"++"
0.63889,0.72222,0.5,"+"
?,0.77778,0.5,"+"
0.65278,0.76389,0.5,"+"
?,0.55556,0.5,"0"
0.583336,0.52778,0.5,"-"
0.657830909091,0.70833,0.5,"+"
?,0.5,0.38889,"++"
0.34722,0.5,0.29167,"-"
0.499996666667,0.63889,0.5,"+"
0.673379166667,0.68056,0.68056,"0"
0.76894,0.70833,0.5,"+"
0.477364814815,0.77778,0.33333,"++"
0.53241,0.5,0.41667,"+"
0.565215217391,0.66667,0.5,"+"
0.486112307692,0.75,0.5,"+"
?,0.58333,0.40278,"0"
0.728631538462,0.66667,0.5,"+"
0.62037,0.81944,0.55556,"+"
0.90278,0.88889,0.5,"++"
?,0.58333,0.5,"+"
0.75,0.75,0.5,"+"
0.75,0.65278,0.5,"+"
0.69444,0.75,0.5,"+"
0.76389,0.625,0.5,"+"
0.590275,0.56944,0.5,"0"
0.667596,0.88889,0.5,"+"
0.93056,0.93056,0.5,"+"
0.674386666667,0.59722,0.55556,"++"
0.53009,0.5,0.48611,"--"
0.76389,0.77778,0.58333,"+"
0.202162222222,0.41667,0.27778,"0"
0.608585454545,0.72222,0.63889,"+"
0.636905714286,0.79167,0.625,"++"
0.81944,0.79167,0.5,"++"
0.75,0.84722,0.5,"+"
0.705126923077,0.70833,0.5,"++"
0.33333,0.5,0.43056,"+"
0.69444,0.79167,0.5,"+"
0.697919166667,0.98611,0.5,"++"
0.33333,0.52778,0.33333,"+"
0.67361,0.72222,0.5,"+"
0.77778,0.77778,0.45833,"+"
0.601009090909,0.77778,0.5,"++"
0.622685,0.61111,0.5,"-"
0.72222,0.5,0.47222,"0"
0.76389,0.75,0.5,"+"
0.691919090909,0.58333,0.5,"+"
0.799020588235,0.90278,0.5,"++"
0.766026153846,0.90278,0.5,"++"
0.791665333333,0.98611,0.5,"++"
0.510185333333,0.72222,0.34722,"0"
0.83333,0.81944,0.55556,"+"
0.662279473684,0.83333,0.77778,"++"
0.744444,0.79167,0.5,"+"
0.698414285714,0.77778,0.625,"+"
0.77778,0.65278,0.5,"+"
0.675505454545,0.76389,0.5,"0"
0.83333,0.83333,0.5,"+"
0.63889,0.68056,0.47222,"+"
0.567129166667,0.75,0.5,"0"
0.52381,0.5,0.47222,"0"
0.51389,0.77778,0.5,"+"
0.689815555556,0.83333,0.5,"+"
0.61111,0.58333,0.5,"+"
?,0.55556,0.5,"+"
0.83333,0.77778,0.69444,"++"
?,0.5,0.44444,"0"
0.824073333333,0.77778,0.5,"++"
0.439101538462,0.68056,0.5,"+"
0.69444,0.875,0.5,"+"
0.764816,0.83333,0.83333,"++"
0.61111,0.63889,0.55556,"+"
0.651854,0.65278,0.5,"+"
0.5,0.41667,0.33333,"0"
0.8506925,0.76389,0.5,"+"
0.570513076923,0.80556,0.61111,"+"
0.79167,0.80556,0.5,"+"
0.703706666667,0.88889,0.5,"+"
0.98611,0.94444,0.5,"++"
0.68056,0.68056,0.5,"+"
0.567255263158,0.88889,0.36111,"+"
0.679291818182,0.72222,0.59722,"+"
0.80556,0.80556,0.54167,"+"
0.76389,0.79167,0.5,"+"
0.728178571429,0.73611,0.5,"++"
0.128087777778,0.48611,0.18056,"--"
0.66667,0.56944,0.5,"0"
0.76389,0.61111,0.48611,"+"
0.739313846154,0.94444,0.80556,"+"
0.95833,0.81944,0.5,"++"
0.94444,0.94444,0.5,"++"
0.305556666667,0.375,0.22222,"0"
0.677778,0.76389,0.38889,"++"
0.567460714286,0.81944,0.5,"0"
?,0.5,0.5,"0"
0.8125,0.86111,0.44444,"++"
0.728761176471,0.75,0.56944,"++"
0.570708181818,0.65278,0.5,"0"
0.46528,0.66667,0.5,"+"
0.66667,0.88889,0.54167,"++"
0.79167,0.91667,0.5,"+"
0.65278,0.51389,0.5,"0"
0.438890666667,0.33333,0.22222,"0"
0.71354125,0.68056,0.66667,"+"
0.819445,0.90278,0.56944,"+"
0.766975555556,0.84722,0.66667,"++"
0.76389,0.73611,0.5,"+"
0.75,0.75,0.5,"+"
0.88889,0.66667,0.5,"+"
0.68889,0.66667,0.27778,"0"
?,0.66667,0.5,"0"
0.77778,0.84722,0.5,"+"
?,0.625,0.5,"+"
0.680553333333,0.75,0.58333,"+"
0.98611,0.81944,0.51389,"++"
0.77778,0.56944,0.5,"+"
0.476309411765,0.65278,0.34722,"0"
0.742423636364,0.83333,0.5,"+"
0.53205,0.55556,0.5,"+"
0.88889,0.75,0.5,"+"
0.72222,0.72222,0.5,"+"
0.5,0.52778,0.5,"+"
0.34722,0.625,0.33333,"+"
0.817982631579,0.93056,0.5,"++"
0.766974444444,0.72222,0.70833,"++"
0.83333,0.83333,0.44444,"++"
?,0.5,0.47222,"0"
0.871031428571,0.88889,0.84722,"+"
0.94444,0.90278,0.875,"++"
0.75,0.66667,0.5,"++"
0.711114,0.77778,0.5,"++"
0.78175,0.91667,0.5,"+"
0.79167,0.625,0.44444,"+"
0.727273636364,0.63889,0.5,"++"
0.5,0.75,0.27778,"0"
0.75,0.63889,0.52778,"+"
0.61111,0.61111,0.59722,"0"
0.5451375,0.77778,0.5,"+"
0.80556,0.94444,0.48611,"+"
0.392855714286,0.63889,0.51389,"+"
?,0.61111,0.5,"+"
0.803703333333,0.77778,0.69444,"+"
0.375,0.5,0.31944,"0"
?,0.5,0.38889,"0"
0.63889,0.5,0.44444,"+"
0.73148,0.94444,0.69444,"+"
0.73611,0.73611,0.5,"++"
0.97222,0.86111,0.48611,"++"
0.588385454545,0.59722,0.5,"-"
0.58845,0.72222,0.36111,"0"
0.375,0.61111,0.5,"+"
0.625,0.625,0.52778,"+"
0.790125555556,0.83333,0.41667,"-"
?,0.66667,0.5,"0"
0.875,0.70833,0.59722,"++"
0.81944,0.83333,0.5,"++"
0.83135,0.86111,0.79167,"++"
0.934258666667,0.98611,0.875,"++"
0.718252857143,0.86111,0.83333,"+"
0.756310454545,0.80556,0.72222,"++"
0.73611,0.875,0.5,"+"
0.716666,0.91667,0.61111,"++"
0.847225,0.90278,0.79167,"+"
0.569445,0.69444,0.5,"+"
0.65278,0.75,0.51389,"+"
0.80556,0.90278,0.5,"++"
0.97222,1.0,0.5,"++"
0.69444,0.83333,0.69444,"+"
0.75,0.625,0.52778,"++"
?,0.58333,0.5,"+"
0.68056,0.52778,0.5,"+"
0.88889,0.72222,0.5,"+"
0.83333,0.83333,0.5,"+"
0.688595789474,0.93056,0.5,"++"
0.88889,0.83333,0.5,"++"
0.929290909091,0.81944,0.5,"++"
0.625,0.5,0.44444,"+"
0.357145714286,0.56944,0.29167,"-"
?,0.5,0.34722,"0"
0.68056,0.73611,0.5,"+"
?,0.52778,0.5,"0"
0.86111,0.86111,0.5,"++"
0.647729090909,0.72222,0.5,"+"
0.93056,0.90278,0.5,"++"
0.66667,0.70833,0.5,"++"
0.61111,0.66667,0.5,"+"
0.75463,0.77778,0.72222,"++"
0.76389,0.83333,0.5,"+"
0.6597225,0.68056,0.47222,"++"
0.408334,0.70833,0.5,"0"
0.686867272727,0.86111,0.5,"+"
0.508546923077,0.73611,0.5,"+"
0.88889,0.77778,0.5,"+"
0.65625,0.66667,0.5,"++"
?,0.45833,0.33333,"-"
?,0.61111,0.5,"0"
0.63889,0.63889,0.5,"+"
0.67882375,0.69444,0.65278,"+"
?,0.81944,0.45833,"++"
?,0.5,0.44444,"0"
0.84722,0.90278,0.44444,"+"
0.567902222222,0.5,0.5,"+"
0.759258888889,0.59722,0.5,"+"
0.527776923077,0.61111,0.5,"+"
0.566469285714,0.76389,0.5,"+"
0.63889,0.76389,0.5,"+"
0.791664285714,0.77778,0.5,"++"
?,0.43056,0.43056,"0"
0.739766315789,0.77778,0.76389,"++"
?,0.5,0.47222,"0"
0.63889,0.63889,0.54167,"+"
0.7152775,0.72222,0.52778,"+"
0.665509166667,0.73611,0.5,"++"
0.75,0.81944,0.56944,"0"
0.375,0.81944,0.5,"+"
0.65278,0.76389,0.69444,"+"
?,0.77778,0.5,"+"
0.632935714286,0.77778,0.63889,"+"
?,0.69444,0.5,"0"
0.72222,0.86111,0.5,"++"
0.91667,1.0,0.5,"+"
0.72222,0.80556,0.54167,"+"
0.791665,0.81944,0.5,"++"
0.66667,0.73611,0.51389,"+"
0.553568571429,0.73611,0.5,"+"
0.625,0.625,0.48611,"--"
0.66667,0.54167,0.5,"+"
0.66667,0.51389,0.5,"+"
0.777776666667,0.81944,0.5,"+"
0.72222,0.72222,0.52778,"0"
0.7187525,0.86111,0.5,"+"
0.72222,0.79167,0.5,"+"
0.588381818182,0.69444,0.38889,"0"
0.722226666667,0.79167,0.5,"+"
0.661328461538,0.76389,0.41667,"++"
?,0.61111,0.5,"+"
0.81944,0.875,0.61111,"++"
0.5,0.61111,0.33333,"0"
?,0.56944,0.5,"0"
0.823234545455,0.90278,0.77778,"++"
0.69444,0.81944,0.5,"+"
0.34722,0.59722,0.48611,"+"
?,0.33333,0.18056,"-"
0.802248571429,0.93056,0.77778,"++"
0.597221538462,0.81944,0.5,"+"
0.758834545455,0.80556,0.5,"+"
0.69444,0.69444,0.5,"0"
0.38889,0.45833,0.44444,"-"
?,0.63889,0.58333,"+"
0.819443333333,0.93056,0.76389,"+"
0.74792,0.86111,0.5,"+"
0.6187485,0.84722,0.5,"++"
0.68056,0.68056,0.5,"+"
0.733975384615,0.61111,0.5,"+"
0.592593333333,0.68056,0.5,"0"
0.83333,0.93056,0.5,"++"
0.26543,0.5,0.33333,"+"
0.433334,0.66667,0.58333,"+"
0.80556,0.80556,0.5,"+"
0.61371375,0.88889,0.5,"++"
0.557967826087,0.88889,0.5,"+"
0.731484444444,0.90278,0.47222,"+"
0.70833,0.5,0.5,"+"
?,0.5,0.45833,"0"
0.33333,0.51389,0.33333,"0"
0.4947925,0.48611,0.38889,"0"
0.69444,0.83333,0.5,"++"
0.61979125,0.68056,0.5,"++"
0.530983076923,0.5,0.43056,"+"
0.727185,0.77778,0.68056,"++"
0.50379,0.65278,0.5,"+"
0.61111,0.61111,0.5,"-"
0.84722,0.84722,0.38889,"+"
0.366664,0.33333,0.22222,"-"
0.634918571429,0.76389,0.5,"+"
0.893940909091,0.93056,0.66667,"+"
0.69444,0.69444,0.5,"++"
0.80556,0.75,0.5,"++"
0.720761052632,0.94444,0.65278,"++"
0.79167,0.84722,0.5,"+"
?,0.72222,0.56944,"+"
0.79167,0.69444,0.54167,"+"
0.72222,0.79167,0.5,"+"
0.531397826087,0.5,0.43056,"0"
0.677776,0.73611,0.5,"+"
0.729165,0.63889,0.5,"0"
0.61632,0.5,0.41667,"0"
0.722220625,0.94444,0.61111,"++"
0.714353,0.83333,0.5,"++"
0.637255882353,0.65278,0.48611,"+"
?,0.51389,0.41667,"0"
0.81944,0.84722,0.75,"++"
?,0.51389,0.5,"+"
0.625,0.56944,0.47222,"0"
0.80556,0.80556,0.43056,"++"
0.498012857143,0.5,0.26389,"-"
0.867283333333,0.90278,0.5,"++"
0.700002,0.72222,0.33333,"+"
0.386903571429,0.5,0.22222,"-"
0.693518666667,0.83333,0.47222,"0"
0.81944,0.81944,0.5,"+"
?,0.5,0.48611,"0"
0.779765714286,0.77778,0.625,"+"
1.0,0.83333,0.5,"++"
0.763891111111,0.98611,0.5,"+"
0.875,0.79167,0.5,"++"
0.756483333333,0.98611,0.55556,"++"
0.689813333333,0.70833,0.63889,"+"
0.771828571429,0.66667,0.5,"0"
0.75,0.69444,0.5,"+"
0.779166,0.84722,0.75,"++"
?,0.77778,0.5,"0"
0.671875,0.88889,0.5,"+"
0.23611,0.5,0.33333,"-"
0.762821538462,0.76389,0.5,"++"
0.790597692308,0.90278,0.5,"++"
0.786108666667,0.80556,0.5,"++"
0.784090909091,0.98611,0.59722,"++"
0.25,0.5,0.33333,"0"
0.766022307692,0.75,0.45833,"++"
0.76389,0.76389,0.5,"+"
0.66667,0.77778,0.5,"+"
0.71180375,0.69444,0.51389,"+"
0.790848235294,0.84722,0.5,"++"
0.440168461538,0.69444,0.5,"0"
0.66667,0.66667,0.48611,"+"
0.77778,0.66667,0.5,"+"
?,0.5,0.48611,"+"
?,0.5,0.5,"0"
0.617283333333,0.68056,0.52778,"+"
0.72222,0.66667,0.56944,"+"
0.93056,0.86111,0.5,"++"
0.69444,0.83333,0.5,"++"
0.83333,0.80556,0.51389,"++"
?,0.45833,0.27778,"0"
0.76389,0.86111,0.5,"+"
0.4398125,0.59722,0.44444,"+"
0.672836666667,0.65278,0.38889,"++"
0.776511818182,0.72222,0.5,"++"
0.63889,0.80556,0.5,"++"
?,0.5,0.11111,"-"
?,0.69444,0.5,"0"
0.902775454545,0.72222,0.5,"+"
0.81944,0.81944,0.41667,"+"
0.38889,0.51389,0.5,"0"
0.701794117647,0.75,0.69444,"++"
0.734724,0.88889,0.5,"+"
0.77778,0.81944,0.5,"++"
0.719442,0.77778,0.5,"+"
0.784722857143,0.83333,0.52778,"++"
0.67361,0.73611,0.65278,"+"
0.934341818182,0.95833,0.5,"++"
0.68056,0.63889,0.5,"0"
0.729467826087,0.69444,0.5,"++"
0.63889,0.80556,0.55556,"+"
0.40833,0.77778,0.5,"+"
0.493687272727,0.65278,0.36111,"0"
0.77778,0.66667,0.44444,"+"
0.542482941176,0.88889,0.20833,"+"
0.64286,0.66667,0.5,"-"
?,0.5,0.36111,"0"
0.27778,0.5,0.16667,"-"
?,0.94444,0.5,"+"
0.454060769231,0.59722,0.5,"0"
0.63889,0.77778,0.5,"+"
0.642857142857,0.58333,0.5,"0"
?,0.65278,0.5,"+"
0.748738181818,0.80556,0.72222,"+"
0.657049230769,0.75,0.5,"+"
0.91667,0.61111,0.61111,"++"
0.38889,0.5,0.38889,"++"
0.77778,0.69444,0.5,"+"
0.761901428571,0.875,0.5,"+"
0.743055,0.76389,0.66667,"+"
0.562908470588,0.5,0.38889,"+"
0.558334,0.875,0.5,"++"
0.722225,0.79167,0.58333,"++"
0.4809025,0.93056,0.27778,"+"
?,0.75,0.5,"++"
0.77778,0.69444,0.5,"+"
0.555555,0.875,0.23611,"+"
0.70833,0.5,0.27778,"-"
0.66493375,0.76389,0.625,"+"
0.66667,0.66667,0.5,"+"
0.81944,0.86111,0.44444,"+"
0.766201666667,0.875,0.5,"++"
0.94444,0.88889,0.55556,"+"
0.625,0.625,0.5,"+"
?,0.5,0.48611,"0"
0.65278,0.72222,0.5,"+"
0.69444,0.52778,0.5,"0"
0.677774,0.72222,0.5,"+"
0.65278,0.52778,0.5,"+"
0.63889,0.70833,0.5,"0"
0.62897,0.5,0.29167,"-"
0.444440588235,0.56944,0.5,"+"
0.750002727273,0.83333,0.5,"+"
0.61111,0.5,0.5,"+"
0.81944,0.70833,0.5,"++"
0.45139,0.55556,0.5,"+"
0.66667,0.66667,0.59722,"+"
0.58333,0.66667,0.45833,"0"
0.718255714286,0.94444,0.63889,"++"
0.25,0.81944,0.25,"+"
0.693376153846,0.76389,0.54167,"+"
0.75,0.75,0.5,"0"
0.61111,0.625,0.55556,"0"
0.25,0.44444,0.25,"-"
0.517855714286,0.5,0.16667,"--"
0.458332222222,0.875,0.55556,"++"
0.64352,0.72222,0.58333,"+"
0.694443333333,0.86111,0.61111,"++"
0.528935833333,0.79167,0.5,"+"
0.22222,0.5,0.5,"0"
0.625,0.68056,0.52778,"+"
0.79167,0.79167,0.58333,"++"
?,0.90278,0.5,"+"
0.814816666667,0.86111,0.5,"+"
0.72222,0.73611,0.5,"+"
0.802465555556,0.83333,0.5,"+"
0.93056,0.875,0.5,"++"
0.69444,0.69444,0.5,"0"
0.65278,0.73611,0.5,"++"
0.75,0.75,0.40278,"+"
0.710315714286,0.76389,0.5,"+"
0.462963333333,0.54167,0.52778,"0"
0.659725,0.66667,0.61111,"+"
0.449651875,0.79167,0.61111,"+"
?,0.55556,0.45833,"0"
0.83333,0.55556,0.5,"+"
0.65278,0.65278,0.5,"+"
0.744949090909,0.80556,0.72222,"++"
0.675926666667,0.91667,0.5,"++"
0.91667,0.66667,0.5,"++"
0.65278,0.59722,0.5,"0"
0.762155,0.77778,0.5,"++"
0.764815333333,0.76389,0.5,"++"
0.80556,0.80556,0.5,"++"
0.736106666667,0.81944,0.73611,"+"
0.246911111111,0.5,0.22222,"-"
?,0.68056,0.5,"0"
0.667734615385,0.73611,0.66667,"+"
?,0.54167,0.52778,"0"
0.805784166667,0.95833,0.68056,"++"
0.632479230769,0.5,0.44444,"+"
0.66667,0.83333,0.5,"+"
0.375,0.51389,0.5,"+"
0.719018461538,0.80556,0.625,"+"
0.61111,0.61111,0.48611,"+"
0.748840833333,0.84722,0.61111,"++"
0.80556,0.80556,0.5,"+"
0.90278,0.90278,0.5,"++"
0.483509375,0.79167,0.5,"++"
0.75,0.75,0.625,"++"
0.718435454545,0.76389,0.63889,"+"
?,0.55556,0.45833,"0"
